Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I1024],Mortimer,Anne,,,,,female,,,,,,,,,,,,,
[I1346],Mortimer,Edmund,,,,,male,,,,,,,1425,,,,,,
[I1349],Mortimer,Edmund,,,,,male,,,,,,,1381,,,,,,
[I1905],Mortimer,Edmund,,,,,male,,,,,,,,,,,,,
[I1907],Mortimer,Edmund,,,,,male,,,,,,,,,,,,,
[I2283],Mortimer,Edmund,,,,,male,,,,,,,1409,,,,,,
[I2281],Mortimer,Eleanor,,,,,female,,,,,,,,,,,,,
[I2284],Mortimer,Elizabeth,,,,,female,,,,,,,,,,,,,
[I2285],Mortimer,Philippa,,,,,female,,,,,,,1401,,,,,,
[I1910],Mortimer,Ralph,,,,,male,,,,,,,,,,,,,
[I1344],Mortimer,Roger,,,,,male,,,,,,,1398,[P0486],,,,,
[I1904],Mortimer,Roger,,,,,male,,,,,,,1360,,,,,,
[I1906],Mortimer,Roger,,,,,male,,,,,,,1330,,,,,,
[I1908],Mortimer,Roger,,,,,male,,,,,,,,,,,,,
[I2280],Mortimer,Roger,,,,,male,,,,,,,1409,,,,,,
[I0756],Mortinozzi,Laura,,,,,female,,,,,,,,,,,,,
[I0983],Morton,Alexandra,,,,,female,,,,,,,,,,,,,
[I0463],Mountbatten,Cecilie of_Greece,,,,,female,1911,,,,,,1937,,,,,,
[I0504],Mountbatten,David of_Milford_Haven,,,,,male,1919,,,,,,1970-04-14,,,,[P0035],,
[I0102],Mountbatten,George,,,,,male,1892,,,,,,1938,,,,,,
[I0509],Mountbatten,Iris,,,,,female,1920,,,,,,,,,,,,
[I0103],Mountbatten,Louis of_Burma,,,,,male,1900,[P0010],,,,,1979-08-27,[P0086],,,,,
[I0238],Mountbatten,Louise Alexandra,,,,,female,1889-07-13,[P0154],,,,,1965-03-07,[P0094],,,,,
[I0147],Mountbatten,Margarita,,,,,female,1905,,,,,,1981,,,,,,
[I0501],Mountbatten,Pamela,,,,,female,1929,,,,,,,,,,,,
[I0500],Mountbatten,Patricia,,,,,female,1924,,,,,,,,,,,,
[I0057],Mountbatten,Philip,,,,,male,1921-06-10,[P0057],,,,,,,,,,,
[I0503],Mountbatten,Tatiana Elizabeth,,,,,female,1917,,,,,,,,,,,,
[I0148],Mountbatten,Theodora,,,,,female,1906,,,,,,1960,,,,,,
[I2961],Mowatt,,,,,,female,1990-05-26,,,,,,,,,,,,
[I2960],Mowatt,Paul,,,,,male,about 1962,,,,,,,,,,,,
[I1010],Mowbray,Anne,,,,,female,,,,,,,1481-11-19,[P0339],,,,,
[I1981],Mucel,Ethelred,,,,,male,,,,,,,,,,,,,
[I2778],Munck,Charles of_Fulkila,,,,,male,,,,,,,,,,,,,
[I2772],Munck,Ebba of_Fulkila,,,,,female,1858,,,,,,1946,,,,,,
[I1819],Mure,Adam of_Rowallan,,,,,male,,,,,,,,,,,,,
[I1456],Mure,Elizabeth of_Rowallan,,,,,female,,,,,,,,,,,,,
[I1326],Naryshkin,Cyril,,,,,male,1623,,,,,,1691,,,,,,
[I0985],Nevill,Anne,,,,,female,1456-06-11,[P0366],,,,,1485-03-16,[P0314],,,[P0174],,
[I0989],Nevill,Cicely,,,,,female,,,,,,,1495,,,,,,
[I1340],Nevill,Isabel,,,,,female,,,,,,,,,,,,,
[I0863],Nevill,John,,,,,male,,,,,,,1543-03-02,[P0028],,,,,
[I1342],Nevill,Richard,,,,,male,,,,,,,1460,,,,,,
[I0987],Neville,Richard,,,,,male,,,,,,,1471,,,,,,
[I2078],Neville,Thomas,,,,,male,,,,,,,,,,,,,
[I2811],Nilert,Anne Marie,,,,,female,1954,,,,,,,,,,,,
[I2810],Nilert,Charlotte,,,,,female,1952,,,,,,,,,,,,
[I2809],Nilert,Jan,,,,,male,1950,,,,,,,,,,,,
[I2808],Nilert,Tore,,,,,male,1915,,,,,,,,,,,,
[I2736],Nissvandt,Karin Emma Louise,,,,,female,1911-07-07,[P0625],,,,,,,,,,,
[I2194],O'Brien,Dermod,,,,,male,,,,,,,1557,,,,,,
[I2191],O'Brien,Dermont,,,,,male,,,,,,,1624,,,,,,
[I2190],O'Brien,Mary,,,,,female,,,,,,,,,,,,,
[I2192],O'Brien,Murrough,,,,,male,,,,,,,1597,,,,,,
[I2193],O'Brien,Murrough,,,,,male,,,,,,,1573,,,,,,
[I1581],Obelensky,Serge,,,,,male,1890,,,,,,,,,,,,
[I0108],Ogilvy,Angus,,,,,male,1928,,,,,,,,,,,,
[I0109],Ogilvy,James Robert Bruce,,,,,male,1964-02-29,[P0088],,,,,,,,,,,
[I0110],Ogilvy,Marina Victoria Alexandra,,,,,female,1966-07-31,[P0089],,,,,,,,,,,
[I0794],Ogston,Sarah,,,,,female,,,,,,,,,,,,,
[I1063],Oldenburg,,,,,,female,,,,,,,,,,,,,
[I1062],Oldenburg,,,,,,female,,,,,,,,,,,,,
[I0234],Oldenburg,Alexander_I,,,,,male,1893-08-01,[P0152],,,,,1920-10-25,[P0067],,,[P0152],,
[I0609],Oldenburg,Alexia,,,,,male,1965,,,,,,,,,,,,
[I0465],Oldenburg,Christopher,,,,,male,1888,,,,,,1940,,,,,,
[I0405],Oldenburg,Constantine_I,,,,,male,1868-08-02,[P0067],,,,,1923-01-11,[P0156],,1936-11-00,[P0074],,
[I0471],Oldenburg,Constantine_II,,,,,male,1940-06-02,[P0215],,,,,,,,,,,
[I2842],Oldenburg,Eugenia,,,,,female,1910,,,,,,,,,,,,
[I0466],Oldenburg,George,,,,,male,1869,,,,,,1957,,,,,,
[I0439],Oldenburg,George_II,,,,,male,1890-07-19,[P0074],,,,,1947-04-01,[P0067],,,[P0074],,
[I1064],Oldenburg,Irene of_Greece,,,,,female,1942,,,,,,,,,,,,
[I2848],Oldenburg,Michael,,,,,male,1939,,,,,,,,,,,,
[I1061],Oldenburg,Nicholas,,,,,male,1969,,,,,,,,,,,,
[I1060],Oldenburg,Paul of_Sparta,,,,,male,1967,,,,,,,,,,,,
[I0232],Oldenburg,Paul_I,,,,,male,1901-12-14,[P0067],,,,,1964-03-06,[P0074],,,[P0074],,
[I2693],Oldenburg,Peter,,,,,male,1908,,,,,,1980,,,,,,
[I0441],Oldenburg,Sophia of_Greece,,,,,female,1938,,,,,,,,,,,,
[I0227],Oldenburg,William George_I of_the_Hellenes,,,,,male,1845-12-24,[P0150],,,,,1913-03-18,[P0151],,,[P0152],,
[I2803],Ollen,Gertrude,,,,,female,1916,,,,,,,,,,,,
[I2111],Onley,Isabel,,,,,female,,,,,,,,,,,,,
[I0192],Osborne,Dorothy Beatrix,,,,,female,1888,,,,,,1946,,,,,,
[I2841],Ovchinnikov,Irene,,,,,female,1904,,,,,,,,,,,,
[I0791],Paget,Caroline,,,,,female,,,,,,,1874,,,,,,
[I2999],Palairet,Edith,,,,,female,,,,,,,,,,,,,
[I0780],Palk,Elizabeth Malet,,,,,female,,,,,,,1827,,,,,,
[I0859],Parr,Catherine,,,,,female,about 1512,[P0345],,,,,1548-09-05,[P0346],,,[P0347],,
[I0865],Parr,Thomas of_Kendal,,,,,male,,,,,,,,,,,,,
[I2309],Parr,William of_Northampton,,,,,male,,,,,,,,,,,,,
[I2095],Paston,William,,,,,male,,,,,,,,,,,,,
[I2732],Patzek,Erika,,,,,female,1911,[P0624],,,,,,,,,,,
[I0157],Pavlovna,Marie,,,,,female,1854,,,,,,1920,,,,,,
[I0261],Pawel-Rammingen,Alfons,,,,,male,1843,,,,,,1932,,,,,,
[I2286],Percy,Henry (Hotspur),,,,,male,,,,,,,,,,,,,
[I0062],Phillips,Mark Anthony Peter,,,,,male,1948-09-22,,,,,,,,,,,,
[I2968],Phillips,Peter,,,,,male,,,,,,,,,,,,,
[I0063],Phillips,Peter Mark Andrew,,,,,male,1977-11-15,[P0062],,,,,,,,,,,
[I0064],Phillips,Zara Anne Elizabeth,,,,,female,1981-05-15,[P0064],,,,,,,,,,,
[I1405],Plantagenet,Geoffrey_V,,,,,male,,,,,,,1151-09-07,[P0537],,,,,
[I1025],Plantagenet,Isabel,,,,,female,,,,,,,1484,,,,,,
[I1379],Plantagenet,Joan,,,,,female,1165-10-00,[P0511],,,,,1199-09-04,,,,,,
[I0988],Plantagenet,Richard,,,,,male,,,,,,,1460,,,,,,
[I1023],Plantagenet,Richard of_Cambridge,,,,,male,,,,,,,1415,,,,,,
[I2275],Pole,Richard,,,,,male,,,,,,,,,,,,,
[I2290],Poynings,Thomas of_Basing,,,,,male,,,,,,,,,,,,,
[I1730],Poyntz,Elizabeth,,,,,female,,,,,,,1851,,,,,,
[I2401],Prynne,Frances,,,,,female,,,,,,,,,,,,,
[I2354],Radcliffe,Henry,,,,,male,,,,,,,1556/1557,,,,,,
[I2843],Radziwill,Dominic,,,,,male,1911,,,,,,1976,,,,,,
[I2122],Ragotski,Sigismund of_Transylvania,,,,,male,,,,,,,,,,,,,
[I0126],Ramsay,Alexander,,,,,male,1881,,,,,,1972,,,,,,
[I1706],Ramsay,Alexander of_Mar,,,,,male,1919,,,,,,,,,,,,
[I2925],Rashevska,Zenaida,,,,,female,1898,,,,,,1963,,,,,,
[I1652],Rasmussen,Louise,,,,,female,1815-04-21,[P0242],,,,,1874-03-06,[P0016],,,,,
[I2979],Rawlinson,Julia,,,,,female,,,,,,,,,,,,,
[I2664],Rayevska,Praskovia,,,,,female,,,,,,,1641,,,,,,
[I2923],Rayevski,Ivan,,,,,male,,,,,,,,,,,,,
[I1172],Reuss,Heinrich_XXII,,,,,male,,,,,,,,,,,,,
[I0537],Reuss,Magdalene,,,,,female,1920,,,,,,,,,,,,
[I2802],Reutersward,Anna,,,,,female,1973,,,,,,,,,,,,
[I2801],Reutersward,Gustaf,,,,,male,1971,,,,,,,,,,,,
[I2800],Reutersward,Pontus,,,,,male,1943,,,,,,,,,,,,
[I2739],Rivelsrud,Kristine,,,,,female,1932-04-22,,,,,,,,,,,,
[I2733],Robbert,Sonia,,,,,female,1909,,,,,,,,,,,,
[I2330],Robsart,Amy,,,,,female,,,,,,,1560,,,,,,
[I2641],Rocafort,Martha y_Altazurra,,,,,female,,,,,,,,,,,,,
[I0382],Roche,Edward,,,,,male,,,,,,,1855,,,,,,
[I1328],Roet,Catherine Swynford,,,,,female,1350,,,,,,1403-05-10,[P0481],,,,,
[I2063],Roet,Payne of_Guienne,,,,,male,,,,,,,,,,,,,
[I2112],Rogers,Honora,,,,,female,,,,,,,,,,,,,
[I2113],Rogers,Richard,,,,,male,,,,,,,,,,,,,
[I1568],Romanov,Alexander Alexandrovich,,,,,male,1869,,,,,,1870,,,,,,
[I1574],Romanov,Alexander Alexandrovich,,,,,male,1900,,,,,,,,,,,,
[I2675],Romanov,Alexander Mikhailovich (Sandro),,,,,male,1866,,,,,,1933,,,,,,
[I1296],Romanov,Alexander_I,,,,,male,1777,,,,,,1825,,,,,,
[I0044],Romanov,Alexander_II Nicholoevich,,,,,male,1818,,,,,,1881-03-13,,,,,,
[I0040],Romanov,Alexander_III Alexandrovich,,,,,male,1845,,,,,,1894-11-01,[P0049],,1894-11-19,[P0050],,
[I0491],Romanov,Alexandra Alexandrovna,,,,,female,1842,,,,,,1849,,,,,,
[I0150],Romanov,Alexis,,,,,male,1850,,,,,,1908,,,,,,
[I1306],Romanov,Alexis,,,,,male,1690,,,,,,1718,,,,,,
[I0050],Romanov,Alexis Nicolaievich,,,,,male,1904-08-12,[P0053],,,,,1918-07-18,[P0048],,,,,
[I1309],Romanov,Alexis_I Michaylovich,,,,,male,1629,,,,,,1675/1676,,,,,,
[I0049],Romanov,Anastasia Nicholovna,,,,,female,1901-06-00,,,,,,1918-07-18,[P0048],,,,,
[I0160],Romanov,Andrei (Andrew) Vladimirovich,,,,,male,1879,,,,,,1956,,,,,,
[I1318],Romanov,Anna Ioannovna,,,,,female,1693,,,,,,1740,,,,,,
[I1303],Romanov,Anna Petrovna,,,,,female,1708,,,,,,1728,,,,,,
[I2681],Romanov,Artemi,,,,,male,1881,,,,,,1919,,,,,,
[I0159],Romanov,Boris,,,,,male,1877,,,,,,1943,,,,,,
[I1572],Romanov,Catherine,,,,,female,1878,,,,,,1959,,,,,,
[I2671],Romanov,Constantine,,,,,male,1858,,,,,,1915,,,,,,
[I2685],Romanov,Constantine,,,,,male,1891,,,,,,1918,,,,,,
[I0158],Romanov,Cyril Vladimirovitch,,,,,male,1876,,,,,,1938,,,,,,
[I2677],Romanov,Dimitri,,,,,male,1860,,,,,,1919,,,,,,
[I0164],Romanov,Dmitri Pavlovich,,,,,male,1891,,,,,,1941,[P0122],,,,,
[I1304],Romanov,Elizabeth Petrovna,,,,,female,1709,[P0480],,,,,1761/1762,,,,,,
[I1311],Romanov,Feodor_III (Theodore),,,,,male,1662,,,,,,1682,,,,,,
[I1360],Romanov,George,,,,,male,1910,,,,,,1931,,,,,,
[I1570],Romanov,George,,,,,male,1872,,,,,,1913,,,,,,
[I2674],Romanov,George,,,,,male,1863,,,,,,1919,,,,,,
[I0153],Romanov,George Alexandrovich,,,,,male,1871,,,,,,1899-07-00,[P0117],,,[P0118],,
[I1362],Romanov,Helen Vladimirovna of_Russia,,,,,female,1882,,,,,,1957,,,,,,
[I2686],Romanov,Igor,,,,,male,1894,,,,,,1918,,,,,,
[I1359],Romanov,Irina,,,,,female,1908,,,,,,,,,,,,
[I1324],Romanov,Ivan,,,,,male,,,,,,,,,,,,,
[I2684],Romanov,Ivan,,,,,male,1886,,,,,,1918,,,,,,
[I1316],Romanov,Ivan_V,,,,,male,1666,,,,,,1696,,,,,,
[I1323],Romanov,Ivan_VI,,,,,male,1740,,,,,,1741,,,,,,
[I1298],Romanov,Konstantin,,,,,male,1779,,,,,,,,,,,,
[I0048],Romanov,Maria Nicholovna,,,,,female,1899-05-00,,,,,,1918-07-18,[P0048],,,,,
[I1355],Romanov,Maria Pavlovna,,,,,female,1890,,,,,,1958,,,,,,
[I2666],Romanov,Michael,,,,,male,1832,,,,,,1909,,,,,,
[I2670],Romanov,Michael,,,,,male,1861,,,,,,1929,,,,,,
[I0155],Romanov,"Michael ""Mischa"" Alexandrovich",,,,,male,1878,,,,,,1918-07-10,[P0119],,,,,
[I1312],Romanov,Mikhail_III Feodorovich,,,,,male,1597,,,,,,1645,,,,,,
[I1358],Romanov,Natalie,,,,,female,1905,,,,,,,,,,,,
[I0165],Romanov,Nicholas,,,,,male,1850,,,,,,1918,,,,,,
[I2665],Romanov,Nicholas,,,,,male,1831,,,,,,1891,,,,,,
[I2669],Romanov,Nicholas,,,,,male,1859,,,,,,1919,,,,,,
[I0492],Romanov,Nicholas Alexandrovich,,,,,male,1843,,,,,,1865,,,,,,
[I0042],Romanov,Nicholas_I,,,,,male,1796,,,,,,1855,,,,,,
[I0037],Romanov,Nicholas_II Alexandrovich,,,,,male,1868-05-18,[P0047],,,,,1918-07-16,[P0048],,,,,
[I1571],Romanov,Olga,,,,,female,1874,,,,,,1925,,,,,,
[I0156],Romanov,Olga Alexandrovna,,,,,female,1882-06-01,,,,,,1960-11-24,[P0120],,1960-11-30,[P0121],,
[I0046],Romanov,Olga Nicholovna,,,,,female,1895-11-00,[P0052],,,,,1918-07-18,[P0048],,,,,
[I1407],Romanov,Paul,,,,,male,,,,,,,,,,,,,
[I0152],Romanov,Paul Alexandrovich,,,,,male,1860,,,,,,1919-01-00,[P0116],,,,,
[I1294],Romanov,Paul_I,,,,,male,1754,,,,,,1801,,,,,,
[I1301],Romanov,Peter_I the_Great,,,,,male,1672,,,,,,1725,,,,,,
[I1308],Romanov,Peter_II,,,,,male,1715,,,,,,1730,,,,,,
[I1300],Romanov,Peter_III,,,,,male,1728,[P0478],,,,,1762-07-17,,,,,,
[I0151],Romanov,Serge Alexandrovich,,,,,male,1857,,,,,,1905-02-00,,,,,,
[I2672],Romanov,Sergius,,,,,male,1869,,,,,,1918,,,,,,
[I1325],Romanov,Sophia,,,,,female,about 1657,,,,,,,,,,,,
[I0149],Romanov,Vladimir,,,,,male,1847,,,,,,1909,,,,,,
[I1357],Romanov,Vladimir,,,,,male,1896,,,,,,1918,,,,,,
[I0588],Romanov,Vladimir Cyrilovitch,,,,,male,1917-08-30,[P0229],,,,,,,,,,,
[I0154],Romanov,Xenia,,,,,female,1875,,,,,,1960-04-20,[P0028],,,,,
[I1127],Ruffo,Paola di_Calabria,,,,,female,1937,,,,,,,,,,,,
[I2323],Russell,Anne,,,,,female,,,,,,,1603,,,,,,
[I1722],Russell,John,,,,,male,1766,,,,,,1839,,,,,,
[I0787],Russell,Louisa Jane,,,,,female,,,,,,,1905,,,,,,
[I2796],Ryding,Charlotte,,,,,female,1974,,,,,,,,,,,,
[I2795],Ryding,Gustaf,,,,,male,1971,,,,,,,,,,,,
[I2794],Ryding,Johan,,,,,male,1943,,,,,,,,,,,,
[I2399],Sackville,Anne,,,,,female,,,,,,,,,,,,,
[I0363],Salisbury,Anne Caroline,,,,,female,,,,,,,1881,,,,,,
[I1824],Sandilands,James,,,,,male,,,,,,,,,,,,,
[I2981],Schmith,,,,,,male,about 1943,,,,,,,,,,,,
[I2980],Schmith,Athol,,,,,male,,,,,,,,,,,,,
[I0882],Scholastica,Alice,,,,,female,,,,,,,,,,,,,
[I3004],Scobell,,,,,,male,,[P0633],,,,,before 1877,,,,,,
[I3005],Scobell,Emily,,,,,female,,,,,,,,,,,,,
[I3002],Scobell,George,,,,,male,,,,,,,,,,,,,
[I3006],Scobell,John Sanford,,,,,male,1879,,,,,,,,,,,,
[I2996],Scobell,Mary Hamilton (Polly),,,,,female,1877-09-05,,,,,,,,,,,,
[I3003],Scobell,Melloney,,,,,female,,,,,,,,,,,,,
[I2951],Scott,Francis,,,,,male,1721,,,,,,1750,,,,,,
[I2952],Scott,Francis of_Buccleuch,,,,,male,1695,,,,,,1751,,,,,,
[I2950],Scott,Henry of_Buccleuch,,,,,male,1772,,,,,,1819,,,,,,
[I0399],Seymour,Adelaide Horatia Elizabeth,,,,,female,1825,,,,,,1877,,,,,,
[I2319],Seymour,Anne,,,,,female,,,,,,,1588,,,,,,
[I1732],Seymour,Charlotte,,,,,female,,,,,,,1903,,,,,,
[I0867],Seymour,Daughter,,,,,female,1548-08-29,,,,,,1548-09-05,,,,,,
[I2108],Seymour,Edward,,,,,male,,,,,,,,,,,,,
[I2392],Seymour,Edward,,,,,male,,,,,,,1552,,,,,,
[I2109],Seymour,Edward Beauchamp,,,,,male,,,,,,,1612,,,,,,
[I2396],Seymour,Edward Beauchamp,,,,,male,,,,,,,1618,,,,,,
[I2397],Seymour,Francis,,,,,male,,,,,,,1664,,,,,,
[I2303],Seymour,Francis of_Hertford I,,,,,male,1718,,,,,,1794,,,,,,
[I2327],Seymour,Henry,,,,,male,,,,,,,,,,,,,
[I2398],Seymour,Honora,,,,,female,,,,,,,1620,,,,,,
[I0779],Seymour,Horace Beauchamp,,,,,male,1791,,,,,,1856,,,,,,
[I2301],Seymour,Hugh,,,,,male,1759,,,,,,1801,,,,,,
[I0851],Seymour,Jane,,,,,female,about 1505,[P0340],,,,,1537-10-24,[P0260],,1537-11-12,[P0141],,
[I0860],Seymour,John,,,,,male,,,,,,,,,,,,,
[I1713],Seymour,Katharine,,,,,female,1900,,,,,,,,,,,,
[I0864],Seymour,Thomas,,,,,male,,,,,,,,,,,,,
[I2110],Seymour,Thomas,,,,,male,,,,,,,1600,,,,,,
[I1436],Seymour,William,,,,,male,,,,,,,1660,,,,,,
[I0804],Shand-Kydde,Peter,,,,,male,,,,,,,,,,,,,
[I1354],Sheremetevskaya,Natalia,,,,,female,1880,,,,,,1952,,,,,,
[I2328],Sidney,Henry,,,,,male,,,,,,,1586,,,,,,
[I2721],Silfverschiold,Nicholas,,,,,male,1934-05-31,,,,,,,,,,,,
[I0092],Simpson,Ernest,,,,,male,,,,,,,,,,,,,
[I1483],Sinclair,Catherine,,,,,female,,,,,,,,,,,,,
[I2760],Skarne,Anna,,,,,female,1944,,,,,,,,,,,,
[I0183],Smith,Frances Dora,,,,,female,1833,,,,,,1922,,,,,,
[I1711],Smith,Henry Abel,,,,,male,1900,,,,,,,,,,,,
[I0364],Smith,Oswald,,,,,male,,,,,,,1863,,,,,,
[I1772],Snylling,Ulfcytel of_East_Anglia,,,,,male,,,,,,,,,,,,,
[I0721],Sobieska,Maria Casimire Clementina,,,,,female,1702-07-18,,,,,,1735-01-18,[P0271],,,,,
[I2137],Sobieski,James Louis,,,,,male,,,,,,,,,,,,,
[I2138],Sobieski,John_III,,,,,male,1624-06-09,[P0607],,,,,1696-06-17,[P0608],,,,,
[I2306],Somerset,Henrietta,,,,,female,,,,,,,1726,,,,,,
[I1612],Sommerlath,Silvia Renate,,,,,female,1943-12-23,[P0567],,,,,,,,,,,
[I2444],Sommerlath,Walter,,,,,male,,,,,,,,,,,,,
[I1731],Spencer,,,,,,male,1835,,,,,,1910,,,,,,
[I0366],Spencer,Albert Edward John,,,,,male,1892,,,,,,1975,,,,,,
[I0242],Spencer,Charles,,,,,male,1964,,,,,,,,,,,,
[I0396],Spencer,Charles Robert,,,,,male,1857,,,,,,1922,,,,,,
[I0065],Spencer,Diana Frances,,,,,female,1961-07-01,[P0065],,,,,,,,,,,
[I0091],Spencer,Earl Winfield,,,,,male,,,,,,,,,,,,,
[I0239],Spencer,Edward John VIII,,,,,male,1924-01-24,[P0155],,,,,1992-03-29,[P0028],,,,,
[I0398],Spencer,Frederick,,,,,male,1798,,,,,,1857,,,,,,
[I0781],Spencer,George John,,,,,male,1758,,,,,,1834,,,,,,
[I0241],Spencer,Jane,,,,,female,1957,,,,,,,,,,,,
[I1291],Spencer,John,,,,,male,1734,,,,,,1783,,,,,,
[I1712],Spencer,John,,,,,male,1960,,,,,,1960,,,,,,
[I1735],Spencer,John of_Althorp,,,,,male,1708,,,,,,1746,,,,,,
[I2092],Spencer,Robert,,,,,male,,,,,,,,,,,,,
[I0240],Spencer,Sarah,,,,,female,1955,,,,,,,,,,,,
[I2093],St._Lawrence,Robert,,,,,male,,,,,,,,,,,,,
[I1021],St._Leger,Thomas,,,,,male,,,,,,,,,,,,,
[I1445],Stafford,Anne,,,,,female,,,,,,,,,,,,,
[I2345],Stafford,Elizabeth,,,,,female,,,,,,,1558,,,,,,
[I1350],Stafford,Henry,,,,,male,,,,,,,1481,,,,,,
[I2759],Stampe,Gunilla,,,,,female,1941,,,,,,,,,,,,
[I2393],Stanhope,Anne,,,,,female,,,,,,,1587,,,,,,
[I2353],Stanley,Edward,,,,,male,,,,,,,1572,,,,,,
[I2335],Stanley,Henry,,,,,male,,,,,,,1593,,,,,,
[I1351],Stanley,Thomas,,,,,male,,,,,,,1504,,,,,,
[I2982],Stein,Erwin,,,,,male,,,,,,,,,,,,,
[I0292],Stein,Marion (Maria) Donata,,,,,female,1926,,,,,,,,,,,,
[I2845],Stewart,Anastasia,,,,,female,1883,,,,,,1923,,,,,,
[I1490],Stewart,Andrew,,,,,male,,,,,,,,,,,,,
[I0837],Stewart,Henry,,,,,male,,,,,,,about 1551,,,,,,
[I1487],Stewart,James,,,,,male,,,,,,,,,,,,,
[I1489],Stewart,James,,,,,male,,,,,,,,,,,,,
[I1478],Stewart,John,,,,,male,,,,,,,,,,,,,
[I1488],Stewart,John,,,,,male,,,,,,,,,,,,,
[I1477],Stewart,Matthew,,,,,male,,,,,,,,,,,,,
[I1454],Stewart,Walter,,,,,male,1292,,,,,,1326,,,,,,
[I2105],Stokes,Adrian,,,,,male,,,,,,,about 1581,,,,,,
[I0190],Stoney,Andrew Robinson,,,,,male,,,,,,,,,,,,,
[I2751],Straehl,Andreas,,,,,male,1957,,,,,,,,,,,,
[I2752],Straehl,Christina,,,,,female,1960,,,,,,,,,,,,
[I2753],Straehl,Desiree,,,,,female,1961,,,,,,,,,,,,
[I2750],Straehl,Friedrich,,,,,male,1956,,,,,,,,,,,,
[I2749],Straehl,Friedrich,,,,,male,1922,,,,,,,,,,,,
[I2754],Straehl,Stephan,,,,,male,1964,,,,,,,,,,,,
[I1769],Streona,Edric of_Mercia,,,,,male,,,,,,,,,,,,,
[I1313],Streshniev,Eudoxia,,,,,female,1608,,,,,,1645,,,,,,
[I2658],Streshniev,Lucas,,,,,male,,,,,,,1650,,,,,,
[I0375],Strong,Ellen,,,,,female,,,,,,,1863,,,,,,
[I0693],Stuart,Anne,,,,,female,1665-02-06,[P0125],,,,,1714-08-01,[P0000],,,[P0174],,
[I0746],Stuart,Anne,,,,,female,1637-03-17,[P0125],,,,,1640-11-05,[P0267],,,,,
[I1435],Stuart,Arabella,,,,,female,,,,,,,1615,,,,,,
[I0747],Stuart,Catherine,,,,,female,1639-06-29,[P0284],,,,,1639-06-29,[P0284],,,,,
[I0716],Stuart,Catherine Laura,,,,,female,10 JAN,[P0125],,,,,1675-10-03,[P0125],,,,,
[I1433],Stuart,Charles,,,,,male,,,,,,,1576,,,,,,
[I0722],Stuart,Charles Edward Louis,,,,,male,1720-12-31,[P0271],,,,,1788-01-31,[P0271],,,,,
[I0742],Stuart,Charles James,,,,,male,1629-05-13,[P0287],,,,,1629-05-13,[P0287],,,,,
[I0717],Stuart,Charles of_Cambridge,,,,,male,1677-11-07,[P0125],,,,,1677-12-12,[P0125],,,,,
[I0730],Stuart,Charles_I,,,,,male,1600-11-19,[P0283],,,,,1649-01-30,[P0284],,,[P0285],,
[I0743],Stuart,Charles_II,,,,,male,1630-05-29,[P0125],,,,,1685-02-06,[P0284],,,[P0174],,
[I0718],Stuart,Charlotte Maria,,,,,female,1682-08-16,[P0125],,,,,1682-10-06,[P0125],,,,,
[I0728],Stuart,Elizabeth,,,,,female,1596-08-19,[P0280],,,,,1662-02-13,[P0182],,,,,
[I0745],Stuart,Elizabeth,,,,,female,1635-12-29,[P0125],,,,,1650-09-08,[P0298],,,,,
[I1482],Stuart,Esme,,,,,male,,,,,,,1583,,,,,,
[I0749],Stuart,Henrietta Anne,,,,,female,1644-06-16,[P0301],,,,,1670-06-30,[P0302],,,,,
[I1249],Stuart,Henry,,,,,male,1545,,,,,,1567,,,,,,
[I0723],Stuart,Henry Benedict Thomas,,,,,male,1725-03-06,[P0271],,,,,1807-07-13,[P0272],,,,,
[I0727],Stuart,Henry Frederick,,,,,male,1594-02-19,[P0279],,,,,1612-11-06,[P0269],,,,,
[I0748],Stuart,Henry of_Gloucester,,,,,male,1640-07-08,[P0299],,,,,1660-09-13,[P0300],,,,,
[I0719],Stuart,James Francis Edward,,,,,male,1688-06-10,[P0125],,,,,1766-01-01,[P0271],,,,,
[I0725],Stuart,James_I,,,,,male,1566-06-19,[P0275],,,,,1625-03-27,[P0276],,,[P0174],,
[I0706],Stuart,James_II,,,,,male,1633-10-14,[P0125],,,,,1701-09-06,[P0263],,,[P0263],,
[I1480],Stuart,John,,,,,male,,,,,,,,,,,,,
[I0720],Stuart,Louisa Maria Theresa,,,,,female,1692-06-28,[P0263],,,,,1712-04-08,[P0263],,,,,
[I2391],Stuart,Ludovic of_Richmond,,,,,male,,,,,,,,,,,,,
[I0729],Stuart,Margaret,,,,,female,1598-12-24,[P0281],,,,,1600-03-00,[P0282],,,,,
[I0733],Stuart,Mary,,,,,female,1605-04-08,[P0287],,,,,1607-09-16,[P0288],,,,,
[I0744],Stuart,Mary,,,,,female,1631-11-04,[P0125],,,,,1660-12-24,[P0284],,,,,
[I1247],Stuart,Mary,,,,,female,1542-12-07,[P0444],,,,,1587-02-08,[P0445],,,,,
[I1432],Stuart,Matthew,,,,,male,1516,,,,,,1571,,,,,,
[I0731],Stuart,Robert,,,,,male,1602-01-18,[P0280],,,,,1602-05-27,[P0280],,,,,
